kepid,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
9872831,CONFIRMED,CANDIDATE,0.877,5.49548533,2.675E-05,-2.675E-05,133.63966,0.00453,-0.00453,2454966.64,0.00453,-0.00453,0.202,0.252,-0.202,2.461,0.122,-0.122,85.8,7.1,-7.1,1.3,0.36,-0.36,1293,,,661.04,564.99,-367.92,14.2,6157,197,-241,4.159,0.258,-0.172,1.392,0.388,-0.388,281.89731,46.722664,13.95
12306058,CONFIRMED,CANDIDATE,0.995,20.4853893,0.0003165,-0.0003165,146.9183,0.0118,-0.0118,2454979.918,0.0118,-0.0118,0.834,0.123,-0.57,10.229,0.314,-0.314,89.5,5.4,-5.4,3.6,0.67,-0.6,1015,,,251.16,121.29,-87.29,17.9,4938,69,-79,3.45,0.143,-0.13,3.324,0.613,-0.551,290.62183,51.057301,13.007
8507475,CONFIRMED,CANDIDATE,1,3.58273837,2.315E-05,-2.315E-05,134.95108,0.00574,-0.00574,2454967.951,0.00574,-0.00574,0.143,0.312,-0.143,1.523,0.154,-0.154,360.5,38,-38,1.64,0.37,-0.16,1064,,,302.74,215.05,-86.99,11.6,5448,179,-179,4.517,0.05,-0.15,0.872,0.197,-0.085,296.159,44.56311,15.965
8773015,CONFIRMED,CANDIDATE,0.999,15.604841,0.0001334,-0.0001334,131.9989,0.00654,-0.00654,2454964.999,0.00654,-0.00654,0.715,0.234,-0.497,4.543,0.172,-0.172,73.4,5,-5,1.57,0.32,-0.48,1013,,,248.62,153.97,-144.65,15.3,6254,174,-212,4.019,0.266,-0.114,1.706,0.349,-0.524,298.20261,44.925831,13.096
11080405,CONFIRMED,CANDIDATE,1,12.3101351,0.0001292,-0.0001292,141.8765,0.00727,-0.00727,2454974.876,0.00727,-0.00727,0.783,0.18,-0.576,3.797,0.199,-0.199,263.7,22.8,-22.8,1.51,0.07,-0.11,651,,,42.42,7.04,-8.25,12.9,5009,82,-75,4.491,0.077,-0.028,0.84,0.038,-0.063,289.85889,48.693851,15.629
11509504,CONFIRMED,CANDIDATE,0.998,2.61576515,1.619E-05,-1.619E-05,131.97896,0.00563,-0.00563,2454964.979,0.00563,-0.00563,0.25,0.194,-0.25,2.777,0.145,-0.145,120.4,9.4,-9.4,1.06,0.31,-0.13,1379,,,851.6,731.11,-281.87,15.1,6088,165,-201,4.446,0.084,-0.196,0.958,0.28,-0.12,292.98834,49.48497,15.18
11611275,CONFIRMED,CANDIDATE,0.999,6.94245216,5.042E-05,-5.042E-05,135.95819,0.00657,-0.00657,2454968.958,0.00657,-0.00657,0.485,0.487,-0.285,3.491,0.147,-0.147,160.8,12.8,-12.8,1.34,0.42,-0.14,1003,,,239.39,229.11,-75.54,14.7,6108,193,-236,4.466,0.054,-0.216,1.03,0.324,-0.108,292.15866,49.63776,15.158
11612280,CONFIRMED,CANDIDATE,0.966,9.4061364,0.0001239,-0.0001239,137.7073,0.0118,-0.0118,2454970.707,0.0118,-0.0118,0.397,0.055,-0.397,4.882,0.312,-0.312,79.5,6.8,-6.8,1.14,0.19,-0.2,981,,,219.36,99.34,-83.24,13.2,5855,105,-117,4.24,0.162,-0.108,1.268,0.207,-0.228,292.67773,49.66391,14.09
11444514,CONFIRMED,CANDIDATE,0.997,66.373298,0.0007009,-0.0007009,174.01595,0.00509,-0.00509,2455007.016,0.00509,-0.00509,0.021,0.411,-0.021,8.559,0.787,-0.787,415,31.9,-31.9,1.99,0.64,-0.21,471,,,11.59,10.94,-3.51,13.7,6143,164,-200,4.47,0.056,-0.224,0.976,0.315,-0.105,285.5575,49.33007,15.37
9886361,CONFIRMED,CANDIDATE,0.948,13.61165024,8.495E-05,-8.495E-05,144.16808,0.00438,-0.00438,2454977.168,0.00438,-0.00438,0.112,0.337,-0.112,7.617,0.14,-0.14,95.5,3.3,-3.3,1.46,0.27,-0.24,958,,,198.73,98.98,-71.43,31.6,6170,110,-135,4.192,0.137,-0.125,1.499,0.272,-0.245,289.92145,46.74456,12.805
9702006,CONFIRMED,CANDIDATE,0.977,6.24564633,5.436E-05,-5.436E-05,137.16241,0.0071,-0.0071,2454970.162,0.0071,-0.0071,0.594,0.382,-0.384,2.459,0.182,-0.182,212,21.2,-21.2,1.06,0.12,-0.07,731,,,67.62,27.85,-16.43,11.9,4858,161,-161,4.622,0.027,-0.059,0.707,0.08,-0.049,287.96814,46.470612,15.485
6587002,CONFIRMED,CANDIDATE,0.995,122.0804953,0.0005677,-0.0005677,155.02532,0.00401,-0.00401,2454988.025,0.00401,-0.00401,0.957,0.005,-0.668,4.054,0.299,-0.299,799.9,37.2,-37.2,2.92,0.2,-0.15,297,,,1.83,0.44,-0.31,23.3,5132,102,-102,4.571,0.032,-0.052,0.77,0.054,-0.04,284.96851,42.079201,14.157
11718389,CONFIRMED,CANDIDATE,1,5.94373492,2.99E-05,-2.99E-05,135.25897,0.00432,-0.00432,2454968.259,0.00432,-0.00432,0.197,0.279,-0.197,1.847,0.124,-0.124,301,25.4,-25.4,1.14,0.06,-0.1,674,,,48.82,10.68,-12.84,13.2,4391,118,-131,4.598,0.053,-0.018,0.682,0.032,-0.06,294.62097,49.89415,15.583
10329196,CONFIRMED,CANDIDATE,0.895,85.7567919,0.0005965,-0.0005965,162.71914,0.00617,-0.00617,2454995.719,0.00617,-0.00617,0.713,0.003,-0.538,5.695,0.195,-0.195,159.1,10.9,-10.9,2.99,0.83,-0.45,528,,,18.44,13.35,-5.93,16.9,5037,70,-81,3.783,0.094,-0.175,2.213,0.614,-0.33,287.13489,47.488621,12.429
10604592,CONFIRMED,CANDIDATE,1,2.18660188,1.056E-05,-1.056E-05,131.94832,0.00363,-0.00363,2454964.948,0.00363,-0.00363,0.828,0.02,-0.577,1.585,0.123,-0.123,122.3,10.3,-10.3,0.98,0.08,-0.1,1099,,,345.07,106.33,-99.8,14.2,4904,148,-148,4.535,0.078,-0.048,0.772,0.06,-0.08,293.71136,47.887539,14.793
9285568,CONFIRMED,CANDIDATE,0.992,2.55315031,1.24E-05,-1.24E-05,132.44849,0.00465,-0.00465,2454965.448,0.00465,-0.00465,0.32,0.138,-0.32,1.849,0.104,-0.104,185.3,14.2,-14.2,1.25,0.34,-0.12,1312,,,699.7,584.17,-204.86,15.4,5970,188,-209,4.521,0.046,-0.184,0.908,0.248,-0.088,293.74326,45.761589,15.424
7604328,CONFIRMED,CANDIDATE,1,2.936587946,9.202E-06,-9.202E-06,133.03618,0.00262,-0.00262,2454966.036,0.00262,-0.00262,0.863,0.006,-0.6,1.8952,0.0773,-0.0773,279.6,15.6,-15.6,1.77,0.41,-0.28,1190,,,473.18,337.27,-174.56,20.1,5455,162,-162,4.421,0.149,-0.198,0.909,0.213,-0.142,290.74432,43.26078,15.404
7103919,CONFIRMED,CANDIDATE,0.986,10.7769944,0.0001209,-0.0001209,140.2902,0.00979,-0.00979,2454973.29,0.00979,-0.00979,0.069,0.381,-0.069,2.616,0.235,-0.235,185.6,19.5,-19.5,1.15,0.25,-0.17,752,,,75.83,51.67,-27.16,11.3,5455,162,-162,4.457,0.124,-0.17,0.852,0.19,-0.127,287.08749,42.668671,14.587
10722485,CONFIRMED,CANDIDATE,0.99,7.84931877,7.556E-05,-7.556E-05,134.8747,0.00846,-0.00846,2454967.875,0.00846,-0.00846,0.107,0.352,-0.107,3.747,0.31,-0.31,68.2,6.6,-6.6,0.81,0.12,-0.11,925,,,172.98,70,-52.88,12.6,5678,113,-91,4.365,0.144,-0.108,0.99,0.138,-0.138,288.2327,48.002178,13.858
6937529,CONFIRMED,CANDIDATE,1,2.94648935,2.514E-05,-2.514E-05,132.42208,0.00679,-0.00679,2454965.422,0.00679,-0.00679,0.01,0.444,-0.009,3.155,0.238,-0.238,57,5.1,-5.1,0.89,0.25,-0.1,1497,,,1187.5,921.5,-368.65,12.7,6481,145,-193,4.378,0.069,-0.172,1.171,0.322,-0.138,288.16397,42.481079,14.144
5177859,CONFIRMED,CANDIDATE,0.364,6.98472143,6.164E-05,-6.164E-05,135.99731,0.00708,-0.00708,2454968.997,0.00708,-0.00708,0.451,0.055,-0.407,2.724,0.202,-0.202,90.7,8.7,-8.7,1.19,0.34,-0.26,1059,,,297.15,255.24,-136.99,11.7,5839,156,-174,4.279,0.175,-0.175,1.227,0.36,-0.27,289.07397,40.366009,13.382
9883606,CONFIRMED,CANDIDATE,0.999,4.34195312,3.55E-05,-3.55E-05,134.18767,0.00666,-0.00666,2454967.188,0.00666,-0.00666,0.118,0.334,-0.118,2.598,0.207,-0.207,73.3,7.7,-7.7,0.94,0.3,-0.13,1236,,,552.7,519.44,-197.27,10.6,6164,165,-220,4.378,0.09,-0.21,1.09,0.35,-0.15,288.46909,46.78368,13.874
5860968,CONFIRMED,CANDIDATE,0.997,122.358116,0.004202,-0.004202,134.3477,0.019,-0.019,2454967.348,0.019,-0.019,0.255,0.198,-0.255,10.768,0.69,-0.69,352.8,34.9,-34.9,2.15,0.61,-0.41,407,,,6.46,5.54,-2.7,12.2,5998,180,-180,4.324,0.153,-0.187,1.139,0.324,-0.216,286.22089,41.151249,14.945
3645438,CONFIRMED,CANDIDATE,1,7.298142,5.423E-05,-5.423E-05,137.85674,0.00629,-0.00629,2454970.857,0.00629,-0.00629,0.411,0.059,-0.411,3.024,0.146,-0.146,370.5,29.4,-29.4,1.6,0.09,-0.1,786,,,90.04,17.03,-15.83,13.6,5119,82,-82,4.508,0.06,-0.04,0.834,0.047,-0.052,291.39938,38.78775,15.825
8480582,CONFIRMED,CANDIDATE,0.967,18.5010898,0.0001557,-0.0001557,149.17569,0.00601,-0.00601,2454982.176,0.00601,-0.00601,0.719,0.046,-0.512,3.179,0.17,-0.17,421.1,33.8,-33.8,1.62,0.24,-0.14,555,,,22.4,11.1,-5.48,14.7,5242,158,-142,4.613,0.03,-0.09,0.734,0.112,-0.06,284.9725,44.567551,15.789
11125613,CONFIRMED,CANDIDATE,0.998,3.60082855,1.725E-05,-1.725E-05,134.037,0.00355,-0.00355,2454967.037,0.00355,-0.00355,0.395,0.064,-0.395,1.938,0.123,-0.123,296.3,19.5,-19.5,1.36,0.04,-0.09,927,,,174.45,24.19,-32.29,17.9,4838,77,-77,4.524,0.063,-0.018,0.796,0.027,-0.054,285.17334,48.770039,15.311
10525049,CONFIRMED,CANDIDATE,0.999,15.5714121,0.0001077,-0.0001077,136.58529,0.00567,-0.00567,2454969.585,0.00567,-0.00567,0.312,0.139,-0.312,2.294,0.222,-0.222,173.5,17.2,-17.2,0.72,0.05,-0.04,399,,,5.98,1.27,-1.14,13,3872,77,-84,4.714,0.027,-0.03,0.557,0.033,-0.033,287.36404,47.78521,13.977
5095082,CONFIRMED,CANDIDATE,0.554,20.6579443,0.0003509,-0.0003509,145.6348,0.0132,-0.0132,2454978.635,0.0132,-0.0132,0.188,0.269,-0.188,8.798,0.405,-0.405,98.2,8,-8,1.27,0.23,-0.29,728,,,66.27,30.95,-29.23,14.1,5468,81,-65,4.171,0.231,-0.116,1.306,0.23,-0.306,290.49988,40.287689,14.216
11560897,CONFIRMED,CANDIDATE,0.947,110.978266,0.003333,-0.003333,147.0226,0.0188,-0.0188,2454980.023,0.0188,-0.0188,0.074,0.382,-0.074,11.312,0.65,-0.65,150.2,12,-12,1.86,0.31,-0.38,463,,,10.84,4.75,-4.34,14,5883,79,-79,4.149,0.176,-0.095,1.529,0.256,-0.313,292.80865,49.579441,13.848
6752002,CONFIRMED,CANDIDATE,0.999,6.08003714,1.668E-05,-1.668E-05,136.88262,0.00228,-0.00228,2454969.883,0.00228,-0.00228,0.254,0.196,-0.254,1.308,0.0835,-0.0835,184,12.4,-12.4,1.07,0.09,-0.12,808,,,100.72,32.86,-29.28,17.7,4991,149,-134,4.513,0.082,-0.06,0.804,0.069,-0.089,281.89813,42.28587,13.473
7257966,CONFIRMED,CANDIDATE,0.992,3.035206175,5.17E-06,-5.17E-06,132.3291,0.00134,-0.00134,2454965.329,0.00134,-0.00134,0.965,0.006,-0.683,0.6182,0.0834,-0.0834,696.9,43.9,-43.9,3.59,0.8,-0.37,1143,,,403.53,275.65,-115.9,19.1,5505,164,-164,4.503,0.063,-0.158,0.873,0.195,-0.09,282.33563,42.84544,15.556
10407482,CONFIRMED,CANDIDATE,0.974,6.30558387,6.536E-05,-6.536E-05,131.53058,0.00939,-0.00939,2454964.531,0.00939,-0.00939,0.601,0.359,-0.383,2.619,0.276,-0.276,193.1,24.2,-24.2,2.52,1.36,-1.36,1125,,,378.9,631.53,-306.81,9.5,4934,148,-133,3.927,0.658,-0.282,1.756,0.947,-0.947,292.95526,47.573101,15.056
5371777,CONFIRMED,CANDIDATE,0.992,0.991659646,7.946E-06,-7.946E-06,131.53686,0.00487,-0.00487,2454964.537,0.00487,-0.00487,0.765,0.196,-0.531,2.215,0.183,-0.183,77.3,6.8,-6.8,1.19,0.2,-0.13,2102,,,4614.18,1950.29,-1169.03,13.5,6117,73,-92,4.315,0.084,-0.126,1.244,0.205,-0.136,294.4418,40.571678,14.978
6879171,CONFIRMED,CANDIDATE,0.992,6.96352699,3.846E-05,-3.846E-05,133.01717,0.00435,-0.00435,2454966.017,0.00435,-0.00435,0.09,0.365,-0.09,3.192,0.131,-0.131,68.1,4.5,-4.5,1.4,0.34,-0.59,1298,,,669.78,513.56,-473.35,17.4,6040,201,-201,3.978,0.458,-0.153,1.686,0.413,-0.709,296.10406,42.34259,13.128
9897364,CONFIRMED,CANDIDATE,0.997,64.2729088,0.0009417,-0.0009417,186.7353,0.0103,-0.0103,2455019.735,0.0103,-0.0103,0.908,0.009,-0.654,12.136,0.607,-0.607,1213.9,50.7,-50.7,5.38,1.76,-0.94,554,,,22.31,21.51,-9.34,27.4,6341,177,-243,4.278,0.132,-0.198,1.299,0.424,-0.228,294.45569,46.743561,15.589
12505503,CONFIRMED,CANDIDATE,0.931,3.4327371,2.772E-05,-2.772E-05,132.92055,0.00703,-0.00703,2454965.921,0.00703,-0.00703,0.703,0.255,-0.506,4.001,0.2,-0.2,63.2,4.7,-4.7,0.75,0.22,-0.07,1134,,,390.57,329.66,-102.03,15.3,5757,138,-156,4.536,0.036,-0.204,0.881,0.26,-0.081,288.57358,51.472752,13.583
10526887,CONFIRMED,CANDIDATE,0.741,1.450889836,6.484E-06,-6.484E-06,132.2306,0.00325,-0.00325,2454965.231,0.00325,-0.00325,0.333,0.116,-0.333,1.753,0.115,-0.115,135.7,10,-10,1.21,0.38,-0.17,1700,,,1970.75,1882.23,-690.32,15.7,6046,189,-210,4.423,0.087,-0.203,1.023,0.322,-0.138,288.302,47.775551,15.369
11125613,CONFIRMED,CANDIDATE,0.994,5.72716067,3.048E-05,-3.048E-05,133.96409,0.00414,-0.00414,2454966.964,0.00414,-0.00414,0.447,0.044,-0.431,2.23,0.135,-0.135,310.9,21.9,-21.9,1.4,0.05,-0.09,794,,,93.96,13.04,-17.39,16,4838,77,-77,4.524,0.063,-0.018,0.796,0.027,-0.054,285.17334,48.770039,15.311
8733898,CONFIRMED,CANDIDATE,0.947,3.036208739,7.243E-06,-7.243E-06,134.06146,0.00265,-0.00265,2454967.061,0.00265,-0.00265,0.111,0.328,-0.111,0.9324,0.0522,-0.0522,1820.5,87.7,-87.7,1.4,0.17,-0.15,520,,,17.31,6.27,-4.44,26,3464,69,-55,4.923,0.044,-0.044,0.328,0.04,-0.036,282.25021,44.921108,16.257
9828127,CONFIRMED,CANDIDATE,1,18.0541469,0.0001484,-0.0001484,147.7943,0.00731,-0.00731,2454980.794,0.00731,-0.00731,0.175,0.285,-0.175,4.587,0.171,-0.171,283.1,16.2,-16.2,1.51,0.18,-0.09,635,,,38.57,12.86,-6.29,19.3,5505,74,-82,4.501,0.038,-0.105,0.909,0.113,-0.052,290.58612,46.642689,15.004
5644412,CONFIRMED,CANDIDATE,0.996,1.538185321,7.011E-06,-7.011E-06,132.49067,0.00402,-0.00402,2454965.491,0.00402,-0.00402,0.7,0.258,-0.482,1.683,0.101,-0.101,277.2,21,-21,1.29,0.17,-0.12,1234,,,547.92,264.07,-156.05,15.2,5107,184,-184,4.615,0.033,-0.077,0.723,0.097,-0.065,297.95297,40.806808,15.329
10730070,CONFIRMED,CANDIDATE,0.994,7.61758198,5.452E-05,-5.452E-05,137.50008,0.00569,-0.00569,2454970.5,0.00569,-0.00569,0.234,0.226,-0.234,3.545,0.173,-0.173,85.4,7.3,-7.3,1,0.32,-0.14,1020,,,255.32,238.4,-88.91,13.4,6202,166,-203,4.401,0.072,-0.217,1.072,0.342,-0.147,291.40781,48.017891,14.11
2831055,CONFIRMED,CANDIDATE,0.995,2.20923119,1.472E-05,-1.472E-05,131.90288,0.00515,-0.00515,2454964.903,0.00515,-0.00515,0.11,0.356,-0.11,2.392,0.168,-0.168,59.8,4.9,-4.9,0.84,0.26,-0.11,1507,,,1217.79,1081.31,-429.48,14.3,5991,163,-199,4.375,0.105,-0.195,1.092,0.33,-0.152,285.51294,38.079739,13.764
7703882,CONFIRMED,CANDIDATE,1,5.88350251,6.528E-05,-6.528E-05,136.9451,0.011,-0.011,2454969.945,0.011,-0.011,0.362,0.101,-0.362,2.556,0.222,-0.222,217.7,22.2,-22.2,1.27,0.37,-0.12,949,,,192.09,172.54,-52.09,11.9,5840,174,-174,4.553,0.036,-0.204,0.849,0.254,-0.079,298.00293,43.35461,15.741
5340878,CONFIRMED,CANDIDATE,0.146,0.539915033,1.508E-06,-1.508E-06,131.55207,0.00241,-0.00241,2454964.552,0.00241,-0.00241,0.291,0.183,-0.291,1.1466,0.073,-0.073,97,6.3,-6.3,0.82,0.04,-0.06,1871,,,2901.68,530.1,-546.8,17.6,5102,84,-76,4.502,0.07,-0.035,0.837,0.044,-0.06,283.58762,40.574928,14.311
7450747,CONFIRMED,CANDIDATE,0.951,2.20829637,1.798E-05,-1.798E-05,131.63091,0.00589,-0.00589,2454964.631,0.00589,-0.00589,0.205,0.244,-0.205,2.841,0.222,-0.222,87.9,8.3,-8.3,1.36,0.24,-0.25,1709,,,2016.25,908.25,-762.52,12,6028,81,-81,4.189,0.149,-0.122,1.454,0.251,-0.276,293.5423,43.0261,15.201
7826620,CONFIRMED,CANDIDATE,0.996,0.849906734,3.906E-06,-3.906E-06,131.6741,0.00351,-0.00351,2454964.674,0.00351,-0.00351,0.64,0.31,-0.427,1.141,0.115,-0.115,124.3,13.1,-13.1,0.59,0.05,-0.06,1139,,,396.64,114.92,-119.56,12,4296,115,-140,4.733,0.066,-0.033,0.505,0.039,-0.054,293.28802,43.514992,15.22
8573193,CONFIRMED,CANDIDATE,0.998,8.18504859,8.346E-05,-8.346E-05,134.554,0.0104,-0.0104,2454967.554,0.0104,-0.0104,0.601,0.369,-0.387,4.673,0.349,-0.349,97.6,9.5,-9.5,0.93,0.24,-0.08,892,,,149.41,111.61,-40.49,12.5,5984,149,-179,4.521,0.044,-0.187,0.906,0.234,-0.084,296.51666,44.608608,14.686
7673841,CONFIRMED,CANDIDATE,1,10.42317343,8.775E-05,-8.775E-05,135.15208,0.00674,-0.00674,2454968.152,0.00674,-0.00674,0.811,0.175,-0.591,2.341,0.214,-0.214,71.2,7.5,-7.5,1.07,0.15,-0.19,901,,,155.7,65.35,-57.87,11.2,5767,115,-104,4.287,0.162,-0.108,1.135,0.165,-0.202,288.66077,43.36808,13.455
5084171,CONFIRMED,CANDIDATE,0.949,153.979362,0.001726,-0.001726,165.491,0.0111,-0.0111,2454998.491,0.0111,-0.0111,0.036,0.401,-0.036,9.028,0.277,-0.277,792.5,55.5,-55.5,2.53,0.77,-0.25,330,,,2.82,2.51,-0.8,16.1,5858,159,-176,4.502,0.052,-0.195,0.903,0.274,-0.091,286.69522,40.291809,15.672
11968463,CONFIRMED,CANDIDATE,0.917,56.4148314,0.0009049,-0.0009049,163.128,0.0118,-0.0118,2454996.128,0.0118,-0.0118,0.908,0.037,-0.7,8.075,0.251,-0.251,480.1,30.6,-30.6,2.9,1.01,-0.34,535,,,19.37,19.91,-6.58,16.4,6325,174,-261,4.409,0.058,-0.218,1.112,0.388,-0.129,294.33847,50.33654,15.212
10593535,CONFIRMED,CANDIDATE,0.974,20.9254083,0.0002607,-0.0002607,134.8986,0.0104,-0.0104,2454967.899,0.0104,-0.0104,0.201,0.24,-0.201,6.783,0.253,-0.253,109,8.1,-8.1,1.26,0.2,-0.2,729,,,66.95,29.87,-23.43,15.5,5821,105,-117,4.283,0.137,-0.112,1.21,0.194,-0.194,289.18265,47.873379,13.966
5959719,CONFIRMED,CANDIDATE,0.905,13.0600399,0.0001119,-0.0001119,144.33107,0.00642,-0.00642,2454977.331,0.00642,-0.00642,0.495,0.027,-0.449,2.851,0.248,-0.248,106.8,9.7,-9.7,0.8,0.06,-0.04,630,,,37.3,8.34,-6.35,12.5,5168,102,-102,4.566,0.036,-0.048,0.769,0.049,-0.04,291.62878,41.208599,13.942
9701962,CONFIRMED,CANDIDATE,0.896,27.4784659,0.0005177,-0.0005177,148.6101,0.017,-0.017,2454981.61,0.017,-0.017,0.008,0.444,-0.008,7.5,0.536,-0.536,83.2,7.6,-7.6,1.52,0.25,-0.4,736,,,69.3,30.51,-33.43,12.3,5432,89,-65,3.993,0.21,-0.09,1.707,0.276,-0.449,287.93719,46.418491,13.63
5977470,CONFIRMED,CANDIDATE,0.934,140.251943,0.001677,-0.001677,175.137,0.0103,-0.0103,2455008.137,0.0103,-0.0103,0.323,0.139,-0.323,6.576,0.327,-0.327,567.7,54.8,-54.8,1.84,0.05,-0.12,271,,,1.28,0.17,-0.24,11.9,4821,76,-86,4.529,0.064,-0.016,0.788,0.023,-0.051,296.45776,41.266022,15.429
11284772,CONFIRMED,CANDIDATE,0.975,207.24785,0.002627,-0.002627,213.03458,0.0097,-0.0097,2455046.035,0.0097,-0.0097,0.21,0.241,-0.21,6.159,0.348,-0.348,809.2,64.7,-64.7,1.56,0.09,-0.06,189,,,0.3,0.06,-0.05,13.2,4339,78,-87,4.711,0.02,-0.032,0.553,0.031,-0.022,284.56689,49.01255,15.142
6153407,CONFIRMED,CANDIDATE,1,5.99078221,4.958E-05,-4.958E-05,134.53899,0.00658,-0.00658,2454967.539,0.00658,-0.00658,0.944,0.039,-0.686,1.699,0.209,-0.209,69.9,9.8,-9.8,1.03,0.15,-0.08,987,,,223.93,87.8,-49.42,8.6,5721,102,-113,4.442,0.072,-0.117,0.972,0.135,-0.079,299.3028,41.441017,10.884
11519187,CONFIRMED,CANDIDATE,0.493,2.440839436,6.802E-06,-6.802E-06,133.8407,0.00236,-0.00236,2454966.841,0.00236,-0.00236,1.253,6.845,-0.044,0.968,0.174,-0.174,509.5,44.6,-44.6,21.29,2.26,-1.7,986,,,223.8,90.83,-59.89,14.4,4803,170,-170,4.623,0.032,-0.054,0.698,0.074,-0.056,297.05902,49.4785,15.877
8417078,CONFIRMED,CANDIDATE,0.991,23.6223571,0.0005363,-0.0005363,146.9643,0.0195,-0.0195,2454979.964,0.0195,-0.0195,0.369,0.098,-0.369,6.852,0.542,-0.542,57,5.8,-5.8,1.07,0.22,-0.27,797,,,95.35,59.89,-48.03,11.4,6144,170,-170,4.149,0.216,-0.126,1.393,0.29,-0.355,285.70346,44.422001,13.341
9898017,CONFIRMED,CANDIDATE,1,2.29794819,2.025E-05,-2.025E-05,131.49826,0.00724,-0.00724,2454964.498,0.00724,-0.00724,0.108,0.341,-0.108,2.84,0.231,-0.231,83.2,8,-8,0.98,0.29,-0.12,1547,,,1352.14,1150.42,-445.04,12.2,6371,169,-207,4.426,0.065,-0.195,1.072,0.312,-0.134,294.69696,46.720188,15.079
6278762,CONFIRMED,CANDIDATE,1,4.54586982,1.253E-05,-1.253E-05,131.52442,0.00235,-0.00235,2454964.524,0.00235,-0.00235,0.563,0.341,-0.347,1.756,0.0709,-0.0709,76.5,3.6,-3.6,0.65,0.05,-0.03,868,,,134.21,45.15,-24.45,24.4,5051,177,-141,4.562,0.033,-0.023,0.721,0.057,-0.031,289.75229,41.634605,8.717
4556468,CONFIRMED,CANDIDATE,0.944,114.336052,0.003815,-0.003815,216.7966,0.028,-0.028,2455049.797,0.028,-0.028,0.529,0.019,-0.455,14.077,0.814,-0.814,239.8,21.5,-21.5,2.09,0.35,-0.35,429,,,8.02,3.54,-2.77,13,5802,78,-78,4.218,0.162,-0.108,1.316,0.222,-0.222,290.14655,39.665821,15.015
7747457,CONFIRMED,CANDIDATE,0.997,1.5184181,0.0002121,-0.0002121,132.138,0.116,-0.116,2454965.138,0.116,-0.116,0.561,0.026,-0.471,2.842,0.218,-0.218,196.8,14.7,-14.7,1.85,0.56,-0.37,1926,,,3261.65,2997.74,-1483.39,15.9,6302,197,-241,4.259,0.158,-0.193,1.269,0.384,-0.256,289.87506,43.420959,14.118
10026502,CONFIRMED,CANDIDATE,0.665,101.952048,0.001733,-0.001733,206.3499,0.0147,-0.0147,2455039.35,0.0147,-0.0147,0.084,0.367,-0.084,5.991,0.47,-0.47,152.5,17.3,-17.3,1.31,0.42,-0.15,428,,,7.92,7.47,-2.57,10.3,6210,169,-225,4.407,0.087,-0.203,1.054,0.339,-0.121,297.27087,46.928421,13.658
9002278,CONFIRMED,CANDIDATE,0.989,12.4418003,0.0001763,-0.0001763,134.6507,0.0115,-0.0115,2454967.651,0.0115,-0.0115,0.043,0.415,-0.043,3.572,0.285,-0.285,78.4,7.4,-7.4,0.57,0.04,-0.02,576,,,26.03,5.73,-3.93,11.4,4926,98,-98,4.653,0.017,-0.049,0.662,0.041,-0.027,283.21274,45.349861,13.725
11650401,CONFIRMED,CANDIDATE,1,3.94660745,3.164E-05,-3.164E-05,132.24892,0.00524,-0.00524,2454965.249,0.00524,-0.00524,0.278,0.186,-0.278,2.705,0.193,-0.193,309.4,28.1,-28.1,1.4,0.26,-0.1,981,,,218.91,125.23,-54.06,12.7,5376,160,-160,4.576,0.03,-0.12,0.806,0.147,-0.063,284.87134,49.775909,15.923
6278762,CONFIRMED,CANDIDATE,1,6.18943952,2.185E-05,-2.185E-05,134.78,0.00287,-0.00287,2454967.78,0.00287,-0.00287,0.334,0.105,-0.334,2.3316,0.0858,-0.0858,83.2,3.5,-3.5,0.65,0.05,-0.03,783,,,88.79,29.86,-16.18,26.8,5051,177,-141,4.562,0.033,-0.023,0.721,0.057,-0.031,289.75229,41.634605,8.717
9100953,CONFIRMED,CANDIDATE,0.806,8.70179611,8.568E-05,-8.568E-05,138.24633,0.00844,-0.00844,2454971.246,0.00844,-0.00844,0.045,0.402,-0.045,3.048,0.21,-0.21,304.1,28.3,-28.3,1.37,0.22,-0.14,750,,,74.58,41.79,-22.47,11.8,5295,185,-185,4.548,0.052,-0.097,0.8,0.133,-0.082,295.90503,45.40543,15.85
6761777,CONFIRMED,CANDIDATE,0.995,47.3128645,0.0007537,-0.0007537,146.3073,0.0139,-0.0139,2454979.307,0.0139,-0.0139,0.967,0.012,-0.673,11.444,0.574,-0.574,217.4,14.4,-14.4,3.71,0.4,-0.92,658,,,44.26,12.96,-20.63,17.6,5749,77,-77,4.002,0.188,-0.062,1.876,0.201,-0.468,286.35922,42.227482,14.553
